race_date,stadium_id,race_number,boat_number,course_number,racer_number,racer_name,place,start_timing,wind_speed,wind_direction,wave_height,weather,air_temperature,water_temperature,payout_trio,payout_trifecta,official_national_win_rate,official_national_top2_rate,official_national_top3_rate,official_local_win_rate,official_local_top2_rate,official_local_top3_rate,official_avg_st,racer_class,flying_count,late_count,motor_number,motor_top2_rate,motor_top3_rate,boat_number_assigned,boat_top2_rate,boat_top3_rate
2026-01-03,24,10,2,2.0,4259.0,真庭 明志,2.0,0.17,1.0,1.0,1.0,1.0,7.0,10.0,1520.0,2810.0,5.72,40.24,56.1,5.91,42.61,61.74,0.15,2,0,0,71,21.71,44.96,23,33.86,47.24
2026-01-03,24,10,3,3.0,5055.0,眞鳥 章太,4.0,0.18,1.0,1.0,1.0,1.0,7.0,10.0,1520.0,2810.0,5.73,38.05,54.87,5.84,39.34,57.38,0.15,2,0,0,29,44.64,60.71,19,33.06,50.81
2026-01-03,24,10,4,4.0,4948.0,木場 悠介,5.0,0.14,1.0,1.0,1.0,1.0,7.0,10.0,1520.0,2810.0,5.4,33.85,53.85,5.65,38.78,55.1,0.14,3,0,0,27,30.3,43.94,21,42.24,62.93
2026-01-03,24,10,5,5.0,5129.0,山口 真喜子,6.0,0.29,1.0,1.0,1.0,1.0,7.0,10.0,1520.0,2810.0,5.77,40.32,58.06,6.28,47.06,67.65,0.18,2,0,0,76,27.5,44.17,73,23.77,39.34
2026-01-03,24,10,6,6.0,4523.0,中村 辰也,3.0,0.19,1.0,1.0,1.0,1.0,7.0,10.0,1520.0,2810.0,5.49,38.89,56.67,5.47,40.0,56.36,0.14,2,0,0,34,39.06,53.13,16,22.66,45.31
2026-01-03,24,11,1,1.0,4174.0,赤坂 俊輔,1.0,0.09,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,6.5,45.83,67.5,6.49,43.75,68.75,0.16,1,0,0,55,25.0,39.52,14,20.0,37.14
2026-01-03,24,11,2,2.0,4966.0,田川 大貴,5.0,0.14,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,5.4,36.17,50.0,5.65,41.33,53.33,0.14,2,0,0,12,34.15,53.66,66,41.03,60.68
2026-01-03,24,11,3,3.0,4241.0,大串 重幸,2.0,0.07,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,5.74,41.18,60.0,6.0,44.36,61.65,0.15,2,0,0,43,41.23,54.39,68,35.48,57.26
2026-01-03,24,11,4,4.0,3944.0,山口 裕二,4.0,0.08,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,6.37,50.81,66.13,5.65,39.67,54.55,0.17,2,0,0,70,28.57,42.86,61,39.02,54.47
2026-01-03,24,11,5,6.0,5048.0,眞鳥 康太,6.0,0.09,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,5.06,33.33,46.91,4.49,27.69,38.46,0.18,3,0,0,60,46.61,58.47,51,45.45,59.5
2026-01-03,24,11,6,5.0,4715.0,村上 遼,3.0,0.07,1.0,1.0,1.0,1.0,6.0,10.0,460.0,810.0,6.52,46.81,62.77,6.9,55.17,66.38,0.12,1,1,0,40,25.19,45.04,47,36.22,56.69
2026-01-03,24,12,1,1.0,3906.0,飯山 晃三,1.0,0.17,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,3.86,25.0,35.87,4.09,22.06,39.71,0.18,3,0,0,19,23.26,43.41,78,38.89,50.0
2026-01-03,24,12,2,2.0,4299.0,中島 浩哉,3.0,0.13,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,3.95,18.03,36.07,4.98,29.21,52.81,0.14,3,0,0,46,31.78,52.71,58,34.68,60.48
2026-01-03,24,12,3,3.0,5011.0,高木 圭大,4.0,0.17,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,3.96,15.49,33.8,4.21,23.53,32.35,0.18,3,0,0,24,31.2,49.6,46,23.02,42.06
2026-01-03,24,12,4,4.0,5261.0,岡 暢祐,5.0,0.11,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,4.23,16.9,36.62,3.65,17.39,30.43,0.19,3,0,0,28,31.34,47.01,18,41.07,58.04
2026-01-03,24,12,5,5.0,4705.0,吉川 勇作,6.0,0.08,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,3.94,22.58,32.26,3.92,22.35,34.12,0.16,3,0,0,49,32.23,45.45,69,30.16,39.68
2026-01-03,24,12,6,6.0,4164.0,岩永 節也,2.0,0.11,1.0,1.0,1.0,1.0,6.0,10.0,1590.0,12930.0,4.43,17.86,37.5,4.06,17.07,31.71,0.19,3,0,0,38,36.64,52.67,34,23.21,43.75
2026-01-04,24,1,1,1.0,4553.0,坪口 竜也,1.0,0.15,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,6.12,43.02,65.12,6.5,46.02,68.14,0.14,2,0,0,33,38.46,55.38,76,25.86,42.24
2026-01-04,24,1,2,2.0,4171.0,榎 幸司,3.0,0.19,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,6.27,43.75,62.5,6.53,44.7,68.94,0.17,2,0,0,66,37.17,52.21,26,38.33,51.67
2026-01-04,24,1,3,3.0,5369.0,岡崎 凪汰,6.0,0.18,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,2.81,12.5,18.75,1.42,3.03,3.03,0.18,3,0,0,18,34.35,52.67,41,35.71,50.79
2026-01-04,24,1,4,4.0,4499.0,滝川 真由子,4.0,0.21,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,5.97,43.24,56.76,6.18,46.15,60.0,0.19,3,0,0,26,36.8,49.6,77,33.87,50.81
2026-01-04,24,1,5,5.0,3892.0,草場 康幸,5.0,0.2,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,5.31,29.87,54.55,5.19,19.44,47.22,0.15,3,0,0,52,37.4,48.78,31,31.5,42.52
2026-01-04,24,1,6,6.0,4674.0,池田 剛規,2.0,0.24,1.0,9.0,1.0,1.0,10.0,10.0,490.0,3800.0,5.58,33.93,57.14,6.03,43.33,66.67,0.15,2,0,0,47,37.6,52.8,28,23.73,39.83
2026-01-04,24,2,1,1.0,4259.0,真庭 明志,1.0,0.19,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,5.72,40.24,56.1,5.91,42.61,61.74,0.15,2,0,0,71,21.71,44.96,23,33.86,47.24
2026-01-04,24,2,2,2.0,4241.0,大串 重幸,3.0,0.21,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,5.74,41.18,60.0,6.0,44.36,61.65,0.15,2,0,0,43,41.23,54.39,68,35.48,57.26
2026-01-04,24,2,3,3.0,5086.0,本村 大,2.0,0.17,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,3.49,11.43,24.29,5.16,33.87,47.58,0.19,3,0,0,22,35.71,57.14,48,21.55,38.79
2026-01-04,24,2,4,4.0,5335.0,森 陽多,5.0,0.16,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,2.79,11.76,20.59,2.93,12.5,23.75,0.18,3,0,0,68,24.17,36.67,38,30.77,48.72
2026-01-04,24,2,5,6.0,3989.0,熊本 英一,6.0,0.22,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,4.22,20.31,37.5,4.61,31.71,46.34,0.22,3,0,0,45,36.15,52.31,53,35.71,50.79
2026-01-04,24,2,6,5.0,4966.0,田川 大貴,4.0,0.14,1.0,9.0,1.0,1.0,10.0,10.0,220.0,730.0,5.4,36.17,50.0,5.65,41.33,53.33,0.14,2,0,0,12,34.15,53.66,66,41.03,60.68
2026-01-04,24,3,1,1.0,5309.0,森 雄利,5.0,0.15,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,2.29,6.35,7.94,1.46,0.0,3.28,0.16,4,0,0,37,24.79,41.88,71,27.2,43.2
2026-01-04,24,3,2,2.0,4495.0,森 晋太郎,1.0,0.12,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,6.26,48.81,63.1,5.38,38.46,46.15,0.13,2,1,0,30,37.19,57.85,72,41.38,55.17
2026-01-04,24,3,3,3.0,4709.0,岡村 将也,6.0,0.15,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,5.82,37.96,59.26,4.65,23.53,41.18,0.16,2,0,0,54,21.43,34.92,17,35.77,49.59
2026-01-04,24,3,4,4.0,4164.0,岩永 節也,3.0,0.18,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,4.43,17.86,37.5,4.06,17.07,31.71,0.19,3,0,0,38,36.64,52.67,34,23.21,43.75
2026-01-04,24,3,5,5.0,4096.0,石橋 道友,2.0,0.11,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,6.54,50.55,70.33,7.26,58.33,73.48,0.15,1,1,0,41,22.31,36.36,35,33.86,52.76
2026-01-04,24,3,6,6.0,5195.0,北村 寧々,4.0,0.12,2.0,13.0,1.0,1.0,10.0,10.0,800.0,2550.0,5.38,27.54,55.07,4.85,27.93,48.65,0.14,3,0,0,64,40.0,59.17,33,41.07,50.0
2026-01-04,24,4,1,1.0,5011.0,高木 圭大,3.0,0.07,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,3.96,15.49,33.8,4.21,23.53,32.35,0.18,3,0,0,24,31.2,49.6,46,23.02,42.06
2026-01-04,24,4,2,2.0,3777.0,樋口 亮,1.0,0.06,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,5.79,37.14,59.05,6.35,45.87,65.14,0.17,2,0,0,63,24.39,43.09,22,22.12,46.02
2026-01-04,24,4,3,3.0,3527.0,中嶋 誠一郎,2.0,0.1,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,5.0,30.34,47.19,5.43,30.93,54.64,0.16,3,0,0,57,35.43,54.33,49,38.05,61.95
2026-01-04,24,4,4,4.0,5055.0,眞鳥 章太,5.0,0.09,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,5.73,38.05,54.87,5.84,39.34,57.38,0.15,2,0,0,29,44.64,60.71,19,33.06,50.81
2026-01-04,24,4,5,6.0,5250.0,嶋田 有里,6.0,0.09,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,3.84,18.37,34.69,3.65,19.44,27.78,0.2,3,0,0,65,42.42,63.64,75,31.71,46.34
2026-01-04,24,4,6,5.0,4174.0,赤坂 俊輔,4.0,0.08,1.0,1.0,1.0,1.0,9.0,10.0,720.0,9320.0,6.5,45.83,67.5,6.49,43.75,68.75,0.16,1,0,0,55,25.0,39.52,14,20.0,37.14
2026-01-04,24,5,1,1.0,4004.0,山本 浩輔,4.0,0.25,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,4.57,23.68,42.11,4.6,22.62,41.67,0.19,3,0,0,62,42.73,57.27,15,36.07,50.0
2026-01-04,24,5,2,2.0,4822.0,百武 翔,6.0,0.18,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,6.29,46.02,65.49,5.71,35.42,54.17,0.17,2,0,0,75,23.02,37.3,27,39.68,55.56
2026-01-04,24,5,3,3.0,5048.0,眞鳥 康太,3.0,0.16,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,5.06,33.33,46.91,4.49,27.69,38.46,0.18,3,0,0,60,46.61,58.47,51,45.45,59.5
2026-01-04,24,5,4,4.0,4715.0,村上 遼,1.0,0.14,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,6.52,46.81,62.77,6.9,55.17,66.38,0.12,1,1,0,40,25.19,45.04,47,36.22,56.69
2026-01-04,24,5,5,5.0,4112.0,大久保 信一郎,2.0,0.24,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,5.43,36.14,60.24,4.88,20.83,54.17,0.18,3,0,0,39,33.08,44.36,11,29.92,40.94
2026-01-04,24,5,6,6.0,4948.0,木場 悠介,5.0,0.26,1.0,15.0,1.0,1.0,9.0,10.0,2520.0,10130.0,5.4,33.85,53.85,5.65,38.78,55.1,0.14,3,0,0,27,30.3,43.94,21,42.24,62.93
2026-01-04,24,6,1,1.0,4248.0,岡本 大,3.0,0.12,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,4.14,19.7,36.36,4.3,22.22,35.8,0.16,3,0,0,59,36.15,50.0,32,44.14,61.26
2026-01-04,24,6,2,2.0,3944.0,山口 裕二,2.0,0.11,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,6.37,50.81,66.13,5.65,39.67,54.55,0.17,2,0,0,70,28.57,42.86,61,39.02,54.47
2026-01-04,24,6,3,3.0,5261.0,岡 暢祐,6.0,0.09,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,4.23,16.9,36.62,3.65,17.39,30.43,0.19,3,0,0,28,31.34,47.01,18,41.07,58.04
2026-01-04,24,6,4,4.0,4352.0,下條 雄太郎,1.0,0.08,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,6.57,48.42,66.32,7.65,63.39,77.68,0.14,1,1,0,11,51.67,67.5,59,38.14,50.0
2026-01-04,24,6,5,5.0,4315.0,山崎 昂介,4.0,0.12,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,4.5,21.43,42.86,6.07,45.78,67.47,0.19,3,0,0,50,27.91,44.96,12,36.89,48.36
2026-01-04,24,6,6,6.0,4555.0,富永 大一,5.0,0.17,1.0,15.0,1.0,1.0,9.0,10.0,270.0,2270.0,5.57,34.48,56.9,5.2,10.0,60.0,0.19,2,0,0,69,29.23,46.15,45,42.06,56.35
2026-01-04,24,7,1,1.0,4523.0,中村 辰也,1.0,0.08,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,5.49,38.89,56.67,5.47,40.0,56.36,0.14,2,0,0,34,39.06,53.13,16,22.66,45.31
2026-01-04,24,7,2,2.0,3906.0,飯山 晃三,6.0,0.12,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,3.86,25.0,35.87,4.09,22.06,39.71,0.18,3,0,0,19,23.26,43.41,78,38.89,50.0
2026-01-04,24,7,3,3.0,4966.0,田川 大貴,2.0,0.03,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,5.4,36.17,50.0,5.65,41.33,53.33,0.14,2,0,0,12,34.15,53.66,66,41.03,60.68
2026-01-04,24,7,4,4.0,3892.0,草場 康幸,3.0,0.1,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,5.31,29.87,54.55,5.19,19.44,47.22,0.15,3,0,0,52,37.4,48.78,31,31.5,42.52
2026-01-04,24,7,5,5.0,4709.0,岡村 将也,5.0,0.07,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,5.82,37.96,59.26,4.65,23.53,41.18,0.16,2,0,0,54,21.43,34.92,17,35.77,49.59
2026-01-04,24,7,6,6.0,5384.0,八戸 琉楓,4.0,0.08,1.0,1.0,1.0,1.0,8.0,10.0,400.0,580.0,1.76,1.61,3.23,1.17,0.0,0.0,0.2,3,1,0,74,42.06,57.94,24,35.54,53.72
2026-01-04,24,8,1,1.0,5250.0,嶋田 有里,1.0,0.26,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,3.84,18.37,34.69,3.65,19.44,27.78,0.2,3,0,0,65,42.42,63.64,75,31.71,46.34
2026-01-04,24,8,2,2.0,4499.0,滝川 真由子,2.0,0.15,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,5.97,43.24,56.76,6.18,46.15,60.0,0.19,3,0,0,26,36.8,49.6,77,33.87,50.81
2026-01-04,24,8,3,3.0,5195.0,北村 寧々,4.0,0.15,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,5.38,27.54,55.07,4.85,27.93,48.65,0.14,3,0,0,64,40.0,59.17,33,41.07,50.0
2026-01-04,24,8,4,4.0,5129.0,山口 真喜子,3.0,0.21,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,5.77,40.32,58.06,6.28,47.06,67.65,0.18,2,0,0,76,27.5,44.17,73,23.77,39.34
2026-01-04,24,8,5,5.0,5335.0,森 陽多,5.0,0.25,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,2.79,11.76,20.59,2.93,12.5,23.75,0.18,3,0,0,68,24.17,36.67,38,30.77,48.72
2026-01-04,24,8,6,6.0,4924.0,中北 涼,6.0,0.21,1.0,1.0,1.0,1.0,8.0,10.0,590.0,1720.0,3.69,12.16,25.68,3.93,15.79,31.58,0.18,3,0,0,61,19.83,27.59,52,44.83,58.62
2026-01-04,24,9,1,1.0,4495.0,森 晋太郎,1.0,0.07,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,6.26,48.81,63.1,5.38,38.46,46.15,0.13,2,1,0,30,37.19,57.85,72,41.38,55.17
2026-01-04,24,9,2,2.0,4674.0,池田 剛規,2.0,0.06,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,5.58,33.93,57.14,6.03,43.33,66.67,0.15,2,0,0,47,37.6,52.8,28,23.73,39.83
2026-01-04,24,9,3,3.0,4299.0,中島 浩哉,4.0,0.07,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,3.95,18.03,36.07,4.98,29.21,52.81,0.14,3,0,0,46,31.78,52.71,58,34.68,60.48
2026-01-04,24,9,4,4.0,3989.0,熊本 英一,5.0,0.13,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,4.22,20.31,37.5,4.61,31.71,46.34,0.22,3,0,0,45,36.15,52.31,53,35.71,50.79
2026-01-04,24,9,5,5.0,5055.0,眞鳥 章太,3.0,0.12,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,5.73,38.05,54.87,5.84,39.34,57.38,0.15,2,0,0,29,44.64,60.71,19,33.06,50.81
2026-01-04,24,9,6,6.0,4408.0,仁科 さやか,6.0,0.14,1.0,1.0,1.0,1.0,7.0,10.0,210.0,430.0,3.95,24.39,31.71,5.0,35.14,51.35,0.18,3,0,0,16,28.0,56.0,20,27.69,42.31
2026-01-04,24,10,1,1.0,4715.0,村上 遼,4.0,0.1,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,6.52,46.81,62.77,6.9,55.17,66.38,0.12,1,1,0,40,25.19,45.04,47,36.22,56.69
2026-01-04,24,10,2,2.0,5261.0,岡 暢祐,5.0,0.13,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,4.23,16.9,36.62,3.65,17.39,30.43,0.19,3,0,0,28,31.34,47.01,18,41.07,58.04
2026-01-04,24,10,3,3.0,4553.0,坪口 竜也,3.0,0.14,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,6.12,43.02,65.12,6.5,46.02,68.14,0.14,2,0,0,33,38.46,55.38,76,25.86,42.24
2026-01-04,24,10,4,4.0,4705.0,吉川 勇作,6.0,0.16,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,3.94,22.58,32.26,3.92,22.35,34.12,0.16,3,0,0,49,32.23,45.45,69,30.16,39.68
2026-01-04,24,10,5,5.0,4241.0,大串 重幸,2.0,0.21,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,5.74,41.18,60.0,6.0,44.36,61.65,0.15,2,0,0,43,41.23,54.39,68,35.48,57.26
2026-01-04,24,10,6,6.0,3777.0,樋口 亮,1.0,0.11,1.0,1.0,1.0,1.0,7.0,10.0,3090.0,77390.0,5.79,37.14,59.05,6.35,45.87,65.14,0.17,2,0,0,63,24.39,43.09,22,22.12,46.02
2026-01-04,24,11,1,1.0,4096.0,石橋 道友,1.0,0.02,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,6.54,50.55,70.33,7.26,58.33,73.48,0.15,1,1,0,41,22.31,36.36,35,33.86,52.76
2026-01-04,24,11,2,2.0,3527.0,中嶋 誠一郎,6.0,0.12,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,5.0,30.34,47.19,5.43,30.93,54.64,0.16,3,0,0,57,35.43,54.33,49,38.05,61.95
2026-01-04,24,11,3,3.0,4352.0,下條 雄太郎,2.0,0.11,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,6.57,48.42,66.32,7.65,63.39,77.68,0.14,1,1,0,11,51.67,67.5,59,38.14,50.0
2026-01-04,24,11,4,4.0,4004.0,山本 浩輔,3.0,0.06,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,4.57,23.68,42.11,4.6,22.62,41.67,0.19,3,0,0,62,42.73,57.27,15,36.07,50.0
2026-01-04,24,11,5,5.0,4259.0,真庭 明志,5.0,0.04,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,5.72,40.24,56.1,5.91,42.61,61.74,0.15,2,0,0,71,21.71,44.96,23,33.86,47.24
2026-01-04,24,11,6,6.0,4171.0,榎 幸司,4.0,0.21,1.0,1.0,1.0,1.0,7.0,10.0,630.0,1020.0,6.27,43.75,62.5,6.53,44.7,68.94,0.17,2,0,0,66,37.17,52.21,26,38.33,51.67
2026-01-04,24,12,1,1.0,4315.0,山崎 昂介,1.0,0.15,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,4.5,21.43,42.86,6.07,45.78,67.47,0.19,3,0,0,50,27.91,44.96,12,36.89,48.36
2026-01-04,24,12,2,2.0,4948.0,木場 悠介,3.0,0.18,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,5.4,33.85,53.85,5.65,38.78,55.1,0.14,3,0,0,27,30.3,43.94,21,42.24,62.93
2026-01-04,24,12,3,3.0,5384.0,八戸 琉楓,4.0,0.23,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,1.76,1.61,3.23,1.17,0.0,0.0,0.2,3,1,0,74,42.06,57.94,24,35.54,53.72
2026-01-04,24,12,4,4.0,5369.0,岡崎 凪汰,5.0,0.17,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,2.81,12.5,18.75,1.42,3.03,3.03,0.18,3,0,0,18,34.35,52.67,41,35.71,50.79
2026-01-04,24,12,5,5.0,5309.0,森 雄利,6.0,0.15,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,2.29,6.35,7.94,1.46,0.0,3.28,0.16,4,0,0,37,24.79,41.88,71,27.2,43.2
2026-01-04,24,12,6,6.0,5086.0,本村 大,2.0,0.24,1.0,1.0,1.0,1.0,7.0,10.0,350.0,2170.0,3.49,11.43,24.29,5.16,33.87,47.58,0.19,3,0,0,22,35.71,57.14,48,21.55,38.79
2026-01-05,24,1,1,1.0,4408.0,仁科 さやか,1.0,0.13,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,3.95,24.39,31.71,5.0,35.14,51.35,0.18,3,0,0,16,28.0,56.0,20,27.69,42.31
2026-01-05,24,1,2,2.0,4259.0,真庭 明志,2.0,0.13,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,5.72,40.24,56.1,5.91,42.61,61.74,0.15,2,0,0,71,21.71,44.96,23,33.86,47.24
2026-01-05,24,1,3,3.0,3892.0,草場 康幸,3.0,0.14,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,5.31,29.87,54.55,5.19,19.44,47.22,0.15,3,0,0,52,37.4,48.78,31,31.5,42.52
2026-01-05,24,1,4,4.0,3906.0,飯山 晃三,6.0,0.18,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,3.86,25.0,35.87,4.09,22.06,39.71,0.18,3,0,0,19,23.26,43.41,78,38.89,50.0
2026-01-05,24,1,5,5.0,3944.0,山口 裕二,4.0,0.11,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,6.37,50.81,66.13,5.65,39.67,54.55,0.17,2,0,0,70,28.57,42.86,61,39.02,54.47
2026-01-05,24,1,6,6.0,4112.0,大久保 信一郎,5.0,0.11,2.0,11.0,1.0,2.0,9.0,11.0,510.0,1540.0,5.43,36.14,60.24,4.88,20.83,54.17,0.18,3,0,0,39,33.08,44.36,11,29.92,40.94
2026-01-05,24,2,1,1.0,4948.0,木場 悠介,2.0,0.22,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,5.4,33.85,53.85,5.65,38.78,55.1,0.14,3,0,0,27,30.3,43.94,21,42.24,62.93
2026-01-05,24,2,2,2.0,5369.0,岡崎 凪汰,3.0,0.3,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,2.81,12.5,18.75,1.42,3.03,3.03,0.18,3,0,0,18,34.35,52.67,41,35.71,50.79
2026-01-05,24,2,3,3.0,3989.0,熊本 英一,4.0,0.3,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,4.22,20.31,37.5,4.61,31.71,46.34,0.22,3,0,0,45,36.15,52.31,53,35.71,50.79
2026-01-05,24,2,4,4.0,3777.0,樋口 亮,1.0,0.28,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,5.79,37.14,59.05,6.35,45.87,65.14,0.17,2,0,0,63,24.39,43.09,22,22.12,46.02
2026-01-05,24,2,5,5.0,4523.0,中村 辰也,9.0,0.26,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,5.49,38.89,56.67,5.47,40.0,56.36,0.14,2,0,0,34,39.06,53.13,16,22.66,45.31
2026-01-05,24,2,6,6.0,4241.0,大串 重幸,5.0,0.35,2.0,11.0,1.0,2.0,9.0,11.0,1150.0,8550.0,5.74,41.18,60.0,6.0,44.36,61.65,0.15,2,0,0,43,41.23,54.39,68,35.48,57.26
2026-01-05,24,3,1,1.0,4709.0,岡村 将也,2.0,0.12,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,5.82,37.96,59.26,4.65,23.53,41.18,0.16,2,0,0,54,21.43,34.92,17,35.77,49.59
2026-01-05,24,3,2,2.0,5086.0,本村 大,3.0,0.14,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,3.49,11.43,24.29,5.16,33.87,47.58,0.19,3,0,0,22,35.71,57.14,48,21.55,38.79
2026-01-05,24,3,3,3.0,4004.0,山本 浩輔,1.0,0.16,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,4.57,23.68,42.11,4.6,22.62,41.67,0.19,3,0,0,62,42.73,57.27,15,36.07,50.0
2026-01-05,24,3,4,4.0,4822.0,百武 翔,9.0,0.16,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,6.29,46.02,65.49,5.71,35.42,54.17,0.17,2,0,0,75,23.02,37.3,27,39.68,55.56
2026-01-05,24,3,5,5.0,4299.0,中島 浩哉,4.0,0.16,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,3.95,18.03,36.07,4.98,29.21,52.81,0.14,3,0,0,46,31.78,52.71,58,34.68,60.48
2026-01-05,24,3,6,6.0,5129.0,山口 真喜子,5.0,0.19,2.0,13.0,1.0,2.0,9.0,11.0,420.0,11760.0,5.77,40.32,58.06,6.28,47.06,67.65,0.18,2,0,0,76,27.5,44.17,73,23.77,39.34
2026-01-05,24,4,1,1.0,5261.0,岡 暢祐,1.0,0.09,1.0,13.0,1.0,2.0,8.0,11.0,620.0,4520.0,4.23,16.9,36.62,3.65,17.39,30.43,0.19,3,0,0,28,31.34,47.01,18,41.07,58.04
2026-01-05,24,4,2,2.0,5250.0,嶋田 有里,4.0,0.07,1.0,13.0,1.0,2.0,8.0,11.0,620.0,4520.0,3.84,18.37,34.69,3.65,19.44,27.78,0.2,3,0,0,65,42.42,63.64,75,31.71,46.34
2026-01-05,24,4,3,3.0,4174.0,赤坂 俊輔,3.0,0.03,1.0,13.0,1.0,2.0,8.0,11.0,620.0,4520.0,6.5,45.83,67.5,6.49,43.75,68.75,0.16,1,0,0,55,25.0,39.52,14,20.0,37.14
