race_date,stadium_id,race_number,top_prob,prob_gap,has_exhibition,boats_json,actual_trio,payout_trio
2025-08-17,21,1,0.5900683443741107,0.3880984216736342,1,"{""bn"": [1, 2, 3, 4, 5, 6], ""p1"": [0.5901, 0.202, 0.0123, 0.0607, 0.1335, 0.0015], ""p3"": [0.9607, 0.6621, 0.5059, 0.1941, 0.1929, 0.1798], ""p1L"": [0.6305, 0.0676, 0.0159, 0.0641, 0.2174, 0.0044], ""p3L"": [0.9398, 0.4221, 0.6397, 0.2758, 0.285, 0.1348]}","[1, 4, 6]",970.0
2025-08-17,21,2,0.3363669928764293,0.06291800616142057,1,"{""bn"": [1, 3, 4, 5, 6, 2], ""p1"": [0.3364, 0.0099, 0.2623, 0.0106, 0.2734, 0.1073], ""p3"": [0.7765, 0.2531, 0.9109, 0.1876, 0.3619, 0.3434], ""p1L"": [0.4425, 0.0053, 0.4265, 0.0193, 0.0451, 0.0613], ""p3L"": [0.72, 0.2679, 0.92, 0.1691, 0.4529, 0.5069]}","[1, 4, 5]",1740.0
2025-08-17,21,3,0.6678338475266627,0.5448227582071636,1,"{""bn"": [4, 6, 3, 5, 1, 2], ""p1"": [0.0942, 0.0005, 0.0705, 0.044, 0.6678, 0.123], ""p3"": [0.4246, 0.0202, 0.6485, 0.8254, 0.9659, 0.6936], ""p1L"": [0.1269, 0.0006, 0.0402, 0.0624, 0.6602, 0.1097], ""p3L"": [0.3608, 0.0063, 0.5322, 0.8767, 0.949, 0.7828]}","[1, 5, 6]",2200.0
2025-08-17,21,4,0.7092224441652616,0.5570579012524901,1,"{""bn"": [2, 3, 4, 5, 6, 1], ""p1"": [0.1522, 0.0686, 0.0423, 0.0129, 0.0148, 0.7092], ""p3"": [0.4568, 0.3699, 0.6151, 0.4432, 0.0769, 0.991], ""p1L"": [0.2032, 0.0113, 0.0531, 0.051, 0.0048, 0.6767], ""p3L"": [0.4414, 0.2755, 0.6733, 0.4792, 0.1388, 0.9889]}","[1, 4, 5]",500.0
2025-08-17,21,5,0.7387830593479425,0.6208484449160644,1,"{""bn"": [1, 2, 4, 5, 6, 3], ""p1"": [0.7388, 0.1074, 0.0065, 0.0013, 0.1179, 0.0281], ""p3"": [0.992, 0.6449, 0.573, 0.1796, 0.7942, 0.2243], ""p1L"": [0.6322, 0.1579, 0.0178, 0.001, 0.1669, 0.0243], ""p3L"": [0.9887, 0.6414, 0.3909, 0.0559, 0.9387, 0.3279]}","[1, 3, 4]",2350.0
2025-08-17,21,6,0.4177743360867045,0.1544862825589669,1,"{""bn"": [1, 2, 3, 4, 5, 6], ""p1"": [0.1661, 0.2633, 0.0018, 0.4178, 0.0064, 0.1446], ""p3"": [0.7458, 0.5541, 0.0147, 0.8793, 0.3871, 0.7769], ""p1L"": [0.1622, 0.3122, 0.0017, 0.3482, 0.0089, 0.1668], ""p3L"": [0.7854, 0.6377, 0.0072, 0.8308, 0.3482, 0.7464]}","[3, 4, 6]",2700.0
2025-08-17,21,7,0.468584045504115,0.15398243181148502,1,"{""bn"": [1, 3, 4, 5, 6, 2], ""p1"": [0.3146, 0.4686, 0.0166, 0.0637, 0.0314, 0.1052], ""p3"": [0.6906, 0.6355, 0.4114, 0.304, 0.0923, 0.6982], ""p1L"": [0.052, 0.4662, 0.0204, 0.113, 0.1519, 0.1965], ""p3L"": [0.7477, 0.4663, 0.4575, 0.398, 0.2343, 0.6963]}","[1, 2, 4]",500.0
2025-08-17,21,8,0.38709405406432196,0.09725350618138351,1,"{""bn"": [1, 2, 4, 5, 6, 3], ""p1"": [0.2339, 0.2898, 0.0209, 0.0048, 0.3871, 0.0634], ""p3"": [0.8551, 0.7871, 0.5506, 0.1999, 0.81, 0.4507], ""p1L"": [0.261, 0.3911, 0.07, 0.0052, 0.114, 0.1588], ""p3L"": [0.8156, 0.7707, 0.5387, 0.1921, 0.857, 0.5518]}","[2, 3, 5]",6180.0
2025-08-17,21,9,0.7129790982836035,0.5322640058060022,1,"{""bn"": [5, 6, 1, 2, 3, 4], ""p1"": [0.0126, 0.047, 0.713, 0.0193, 0.1807, 0.0274], ""p3"": [0.3961, 0.8147, 0.9049, 0.2904, 0.3804, 0.5678], ""p1L"": [0.0242, 0.052, 0.7473, 0.0089, 0.1177, 0.0499], ""p3L"": [0.4473, 0.8521, 0.9583, 0.2011, 0.5071, 0.6435]}","[1, 3, 6]",670.0
2025-08-17,21,10,0.6575316877276799,0.5166769444341647,1,"{""bn"": [3, 4, 5, 6, 2, 1], ""p1"": [0.6575, 0.0563, 0.0952, 0.0144, 0.0358, 0.1409], ""p3"": [0.904, 0.1033, 0.8719, 0.3527, 0.4663, 0.7476], ""p1L"": [0.4756, 0.0344, 0.2021, 0.0119, 0.0736, 0.2023], ""p3L"": [0.912, 0.0975, 0.8462, 0.2926, 0.6418, 0.6106]}","[3, 5, 6]",1570.0
